id|year|title|genres|original_language|productions_companies|overview|tagline|budget|revenue
109424|2013|Captain Phillips|Action, Drama, Thriller|en|Columbia Pictures|The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.|Out here survival is everything.|55000000.0|95000000.0
146216|2013|RED 2|Action, Comedy, Crime, Thriller|en|Di Bonaventura Pictures|Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.|The best never rest.|84000000.0|148100000.0
116711|2013|Epic|Animation, Adventure, Family, Fantasy|en|Blue Sky Studios|A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world—and ours.|Discover a world beyond your imagination|100000000.0|268426634.0
72710|2013|The Host|Action, Adventure, Romance, Science Fiction, Thriller|en|Open Road Films|"A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans."|You will be one of us|44000000.0|63327201.0
134374|2013|Pain & Gain|Thriller, Crime, Action, Comedy|en|Paramount|Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.|Their American dream is bigger than yours.|25000000.0|86175291.0
158011|2013|The Call|Crime, Thriller|en|Troika Pictures|Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.|There are 188 million 911 calls a year. This one made it personal.|13000000.0|68572378.0
146227|2013|Getaway|Action, Crime|en|Saints LA|Former race car driver Brent Magna is pitted against the clock. Desperately trying to save the life of his kidnapped wife, Brent commandeers a custom Ford Shelby GT500 Super Snake, taking it and its unwitting owner on a high-speed race against time, at the command of the mysterious villain holding his wife hostage.|Get in. Get out. Getaway.|18000000.0|10501938.0
4258|2013|Scary Movie 5|Comedy|en|Dimension Films|Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.|Evil is coming. Bring protection.|20000000.0|78378744.0
96721|2013|Rush|Drama, Action|en|Double Negative|A biographical drama centered on the rivalry between Formula 1 drivers James Hunt and Niki Lauda during the 1976 Formula One motor-racing season.|Everyone's driven by something.|38000000.0|90247624.0
116745|2013|The Secret Life of Walter Mitty|Adventure, Comedy, Drama, Fantasy|en|Ingenious Media|A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.|Stop Dreaming, Start Living|90000000.0|188133322.0
138832|2013|We're the Millers|Comedy, Crime|en|Vincent Newman Entertainment|A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.|-If anyone asks.|37000000.0|269994119.0
136400|2013|2 Guns|Action, Comedy, Crime|en|Universal Pictures|A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.|2 Guns, 1 Bank.|61000000.0|131940411.0
49524|2013|R.I.P.D.|Fantasy, Action, Comedy, Crime|en|Universal Pictures|A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.|To protect and serve the living|130000000.0|61648500.0
133805|2013|Carrie|Drama, Horror|en|Misher Films|A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.|Know her name. Fear her power.|30000000.0|82394288.0
64686|2013|47 Ronin|Drama, Action, Adventure, Fantasy|en|Mid Atlantic Films|Kai—an outcast—joins Oishi, the leader of 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honour to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.|For courage. For loyalty. For honor.|175000000.0|150962475.0
117251|2013|White House Down|Action, Drama, Thriller|en|Iron Horse Entertainment|Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.|It will start like any other day.|150000000.0|205366737.0
136418|2013|Hummingbird|Action, Thriller|en|Lionsgate|Homeless and on the run from a military court martial, a damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity, transforming into an avenging angel in the process.|All roads don't lead to salvation.|20000000.0|8352885.0
109428|2013|Evil Dead|Horror|en|TriStar Pictures|Mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a Book of the Dead unwittingly summon up dormant demons which possess the youngsters one-by-one.|The most terrifying film you will ever experience.|17000000.0|97542952.0
152742|2013|The Best Offer|Drama, Romance, Crime, Mystery|en|Regione Lazio|Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core.|A Master of Possession. A Crime of Obsession|13500000.0|19255873.0
57201|2013|The Lone Ranger|Action, Adventure, Western|en|Silver Bullet Productions (II)|The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.|Never Take Off the Mask|255000000.0|89289910.0
